sim,hdd_latency,ssd_latency,hdd_rate,ssd_rate
1.7321399019049066,20.67,4.45,144.44,3000.0
0.1769995103076462,53.44,4.45,322.22,1333.33
0.2508035455067017,40.33,0.56,322.22,1611.11
0.0781974325441043,60.0,1.67,277.78,500.0
0.1078203071602324,53.44,5.0,366.67,500.0
0.4379938080886951,7.56,3.89,233.33,777.78
1.0833139792760458,14.11,4.45,500.0,777.78
0.8203774492571372,20.67,0.56,366.67,2166.67
0.3785457550130733,1.0,5.0,411.11,1333.33
1.5746865364279807,20.67,3.89,455.56,2166.67
0.5659406480235256,27.22,3.89,100.0,1055.56
0.2741933115585118,1.0,0.01,411.11,1055.56
0.2649428348695931,40.33,2.78,455.56,777.78
0.6261798641360763,27.22,2.23,322.22,1055.56
1.237419142105525,14.11,1.12,144.44,2444.44
0.4111752862722245,33.78,5.0,366.67,2444.44
0.50827009014626,27.22,2.78,233.33,1333.33
0.1554334422245545,60.0,0.01,455.56,2166.67
0.537733703701042,27.22,0.56,277.78,3000.0
0.1422135214004275,53.44,4.45,411.11,1888.89
0.1321475578393475,60.0,5.0,366.67,2444.44
0.1444169813115794,60.0,2.78,144.44,2444.44
0.2165656664265505,46.89,0.56,500.0,1888.89
0.439566534508376,7.56,3.89,455.56,777.78
0.1497138290212042,46.89,0.56,455.56,1333.33
0.6949889552756299,7.56,0.01,144.44,500.0
0.3153921540198265,33.78,0.01,100.0,1888.89
1.5629100802981202,20.67,3.89,455.56,500.0
0.3470954755234293,33.78,1.67,455.56,1055.56
0.5014966737736066,27.22,1.67,233.33,1333.33
0.8796271147999823,14.11,3.89,144.44,3000.0
0.5791389505824565,27.22,4.45,322.22,1888.89
0.2004773924489537,46.89,3.34,277.78,1888.89
1.0676721750105764,20.67,1.12,322.22,3000.0
1.3215727355269766,14.11,1.12,277.78,1888.89
0.402187790343765,33.78,1.67,455.56,1055.56
0.4442459297624784,7.56,3.89,100.0,777.78
0.1759682064071704,46.89,2.78,411.11,777.78
0.2427344039694662,46.89,3.34,144.44,777.78
0.2898797272170684,40.33,5.0,411.11,500.0
0.1487661807728042,46.89,3.89,144.44,3000.0
0.1177884861905163,60.0,1.12,188.89,3000.0
0.1296901759731913,53.44,2.78,322.22,1055.56
0.2393531686021571,40.33,0.56,366.67,500.0
1.665682487413642,20.67,4.45,188.89,500.0
0.5769706424531026,33.78,3.89,411.11,1611.11
1.377970918451263,20.67,3.34,366.67,2166.67
0.4745187252784915,33.78,5.0,188.89,1333.33
0.2331121495541143,40.33,2.78,366.67,3000.0
0.1821479243612336,46.89,2.78,277.78,500.0
0.2631737009827027,40.33,3.34,233.33,1333.33
0.2817984034474528,46.89,5.0,411.11,1888.89
0.3147483617561873,40.33,2.23,277.78,2444.44
0.5555277458835304,27.22,1.12,144.44,2166.67
0.9020274588153449,14.11,5.0,233.33,2166.67
1.031270937375484,14.11,3.89,277.78,1333.33
0.3904398350485962,33.78,1.12,100.0,3000.0
1.1468429049159747,20.67,3.89,455.56,2444.44
0.4783760454372399,7.56,3.89,455.56,1611.11
0.915858873094308,27.22,5.0,100.0,2166.67
0.4809571800502337,27.22,0.01,188.89,1055.56
1.3237600610330202,14.11,0.01,411.11,777.78
0.5555980893601867,7.56,2.23,411.11,2444.44
0.4999079425882807,7.56,2.78,500.0,1611.11
0.200543769601012,46.89,3.34,500.0,1333.33
0.4712687624667197,27.22,1.12,366.67,1055.56
0.1597375028678454,60.0,3.89,277.78,1611.11
0.1339230654984634,53.44,4.45,322.22,2722.22
0.6699032694454851,7.56,0.56,144.44,500.0
0.1082540067438759,60.0,2.78,277.78,2722.22
0.3378112792683017,1.0,3.89,500.0,1611.11
0.1271904060353655,60.0,4.45,366.67,1888.89
1.0323305934832332,14.11,4.45,366.67,3000.0
0.1782162213056353,46.89,0.01,277.78,1611.11
0.2634506566900018,1.0,0.56,366.67,500.0
0.299834064173019,40.33,0.01,144.44,1333.33
0.5029973183680809,7.56,2.78,322.22,1888.89
0.6029589675951063,7.56,1.12,500.0,500.0
0.3875073944216496,1.0,5.0,277.78,777.78
0.7505905411943057,27.22,2.78,455.56,2722.22
1.2613003728939878,20.67,2.78,188.89,3000.0
1.651331947005792,20.67,4.45,277.78,2722.22
0.2350335763672117,40.33,0.01,233.33,1611.11
0.1816072480721203,53.44,0.56,188.89,500.0
0.2181868692553024,40.33,2.23,455.56,2722.22
0.2043801229052231,46.89,2.78,411.11,1055.56
0.1142141050533696,60.0,5.0,144.44,2166.67
0.1551366134212854,46.89,0.01,277.78,1611.11
0.5801531091242432,7.56,1.12,322.22,2444.44
0.1941036205752903,46.89,2.78,144.44,1333.33
0.2862751809227583,33.78,1.12,411.11,1888.89
0.2890900113002416,1.0,1.12,366.67,1611.11
1.2363036095529238,14.11,1.67,500.0,2722.22
0.3420484000863331,40.33,3.34,322.22,500.0
0.2466547772566686,40.33,4.45,500.0,2722.22
0.2795002997825749,1.0,0.01,188.89,1055.56
0.254822331599863,40.33,0.01,277.78,1055.56
0.2879188278922863,1.0,1.12,100.0,1333.33
0.1070251297421037,60.0,4.45,100.0,1888.89
0.4374305535967727,27.22,1.12,188.89,2444.44
0.3069334279199807,40.33,3.34,455.56,2166.67
0.7126237827626173,14.11,4.45,277.78,1333.33
0.1558420673312925,60.0,2.23,411.11,2722.22
0.5297529312033691,7.56,2.23,188.89,1333.33
0.1379465539131375,60.0,1.12,366.67,1611.11
0.2998854805112511,40.33,4.45,322.22,1333.33
0.5446663275254271,33.78,4.45,188.89,1333.33
0.2322794220926622,40.33,2.78,188.89,500.0
0.4738594210296171,27.22,3.34,144.44,2166.67
0.1158781511862688,60.0,5.0,322.22,2166.67
0.1736408770694536,53.44,5.0,100.0,777.78
0.1312856823220784,53.44,1.67,188.89,2444.44
0.0841320495673947,60.0,0.56,322.22,1888.89
0.2705495305995085,46.89,3.34,100.0,1611.11
1.284079823517233,20.67,2.78,233.33,1333.33
0.1641932504612699,60.0,3.34,322.22,2166.67
0.2013753913859345,46.89,3.34,100.0,2166.67
0.2348295590425924,40.33,0.56,188.89,500.0
0.1835163421544426,46.89,2.78,322.22,1611.11
0.1357479722801755,53.44,1.67,411.11,1333.33
0.2037699654131012,46.89,2.23,411.11,2722.22
0.5379701182959357,27.22,0.01,455.56,1333.33
0.7556288399598515,20.67,0.01,500.0,1888.89
0.1198715595333551,60.0,1.67,455.56,1333.33
0.7180330740570164,14.11,3.89,411.11,3000.0
0.6176429219837497,7.56,1.12,188.89,500.0
0.2636947854044342,46.89,5.0,411.11,1888.89
0.0896955318339438,60.0,4.45,366.67,500.0
0.2754617283502552,1.0,0.01,233.33,777.78
1.0028148907867778,14.11,4.45,366.67,2722.22
0.2844560571968696,1.0,2.23,411.11,1055.56
0.1138335532212474,60.0,0.01,455.56,777.78
0.3666074133216845,33.78,2.78,455.56,1888.89
0.1620301983095137,53.44,4.45,322.22,1333.33
0.9671542688061155,7.56,1.12,100.0,1611.11
0.083201577397681,60.0,0.56,322.22,1333.33
0.2857281484357106,1.0,2.23,411.11,2166.67
0.7152222123369444,27.22,2.23,322.22,1333.33
0.7713978382508073,20.67,0.01,366.67,1611.11
0.2015748346125182,46.89,2.23,233.33,1333.33
0.2638762326392064,1.0,0.56,233.33,2166.67
0.1200308163018802,60.0,4.45,233.33,1333.33
0.3101629626739079,1.0,2.78,233.33,777.78
0.2281810454229363,40.33,1.12,144.44,777.78
0.3593653911210928,40.33,2.78,188.89,777.78
0.4274541350483201,7.56,5.0,100.0,500.0
0.1488798588212735,60.0,5.0,100.0,2722.22
0.1907939001917805,46.89,0.56,455.56,1055.56
0.170637210791041,53.44,0.01,188.89,1333.33
0.0866908009505085,60.0,3.89,144.44,3000.0
0.2432035487856986,40.33,2.23,322.22,1333.33
0.6254839005061055,7.56,1.12,322.22,2722.22
0.4519552422801923,27.22,0.56,277.78,1888.89
0.5069036328470619,7.56,2.78,100.0,1888.89
0.1416493246873189,60.0,2.23,322.22,1888.89
1.2476286314204712,14.11,2.23,411.11,2444.44
0.1308481387184277,60.0,3.34,233.33,1333.33
0.1471726401251556,60.0,5.0,100.0,1888.89
0.3666400820373481,1.0,4.45,188.89,1888.89
0.8277641881420406,20.67,2.23,411.11,777.78
0.1089386529175878,60.0,5.0,322.22,1333.33
0.3178771620730288,33.78,0.01,411.11,2166.67
0.1424691890944654,53.44,0.56,100.0,1888.89
0.1389304813558728,60.0,1.12,144.44,777.78
1.2817483751626404,27.22,5.0,100.0,1611.11
0.3141463992724195,40.33,1.67,500.0,3000.0
0.1251952186132046,60.0,2.78,233.33,1888.89
0.4293692355498091,33.78,1.12,144.44,777.78
0.930754120834548,14.11,3.34,411.11,1333.33
0.3026032199105001,1.0,2.78,188.89,1611.11
0.4231735693954025,7.56,5.0,366.67,777.78
0.6103314087811043,27.22,0.56,500.0,1888.89
0.3628839764433876,33.78,2.23,100.0,1333.33
0.7912584463623257,7.56,0.01,144.44,2722.22
0.4866001944649983,7.56,3.34,500.0,1611.11
0.6337572274941301,27.22,1.12,411.11,1611.11
0.2910561957294071,40.33,0.56,411.11,500.0
0.3053017959143505,1.0,2.78,188.89,3000.0
0.7277560351434103,7.56,3.34,366.67,777.78
0.4258703652046655,33.78,3.89,144.44,1055.56
1.127136797863425,20.67,3.89,188.89,500.0
0.8642255891543613,20.67,0.01,144.44,1888.89
0.809736488768606,27.22,3.89,500.0,1333.33
1.820208509176992,20.67,5.0,366.67,777.78
0.0994985747236123,60.0,3.89,188.89,500.0
0.6968421455289736,27.22,3.89,366.67,2722.22
0.2112020641424767,46.89,3.89,233.33,3000.0
0.5046466234663006,27.22,0.01,500.0,1055.56
0.6574047083015905,20.67,0.01,455.56,1611.11
0.3024307531807068,1.0,2.78,188.89,2166.67
0.384435625730192,1.0,5.0,188.89,777.78
0.3794582848545111,33.78,2.23,188.89,500.0
1.936624234620164,20.67,5.0,322.22,1611.11
0.6838998077038266,7.56,0.56,455.56,1333.33
1.1765549661485024,14.11,0.56,455.56,2166.67
0.4566267082440906,7.56,5.0,277.78,3000.0
0.7570188414365615,7.56,0.01,100.0,3000.0
0.7312170404294376,20.67,0.01,322.22,2444.44
0.5705725188388242,7.56,2.78,277.78,2444.44
0.5452502760366562,7.56,4.45,233.33,2722.22
0.1983959723487193,46.89,2.23,500.0,1611.11
0.5903400477541461,7.56,1.67,233.33,2166.67
0.1868552999814136,46.89,1.12,277.78,500.0
0.8413711235877047,20.67,3.34,144.44,2722.22
0.3347040784114635,1.0,3.89,455.56,1055.56
0.2240576739296236,46.89,4.45,100.0,1055.56
0.3644387937048668,1.0,4.45,500.0,2444.44
0.2973168672839723,40.33,1.67,455.56,1055.56
0.9241233233633154,20.67,1.12,144.44,777.78
0.2685062400995627,1.0,0.56,144.44,2722.22
0.5396433679238635,27.22,0.56,233.33,2166.67
0.8068746367373659,14.11,5.0,455.56,1888.89
0.3218672016210978,1.0,3.34,322.22,777.78
1.0278043565269228,14.11,3.34,411.11,1333.33
0.638895751171475,27.22,2.23,366.67,1333.33
0.1692852626590555,53.44,2.23,322.22,777.78
0.1735467199541108,53.44,5.0,233.33,1333.33
0.8653466959122929,27.22,4.45,455.56,1055.56
0.6273649355696312,27.22,3.34,188.89,2444.44
0.1580604220475124,46.89,5.0,277.78,1611.11
0.1266519277510609,60.0,1.67,188.89,2722.22
0.0983774906283073,53.44,0.56,322.22,1055.56
0.3537337871627566,33.78,1.12,188.89,1333.33
0.4055374551527078,7.56,5.0,144.44,500.0
0.2445932436371745,40.33,1.67,366.67,1333.33
0.3585492477741984,1.0,4.45,322.22,2722.22
0.1240097653876527,60.0,2.23,411.11,1888.89
0.5502276132497451,27.22,2.78,500.0,2166.67
0.2214480455061168,40.33,0.56,100.0,2722.22
0.2528174480449907,46.89,5.0,366.67,1055.56
0.1377093846382603,53.44,5.0,277.78,2722.22
0.4755308557976261,33.78,2.23,277.78,1888.89
1.0571889781261288,20.67,2.23,100.0,500.0
0.5922182916587055,7.56,1.67,500.0,1888.89
1.3148225067340626,14.11,1.67,322.22,3000.0
0.267641075804977,40.33,3.34,455.56,1611.11
1.405006971211329,20.67,3.34,233.33,500.0
0.1908274900277728,46.89,1.12,366.67,1333.33
0.5535182851230699,7.56,2.78,100.0,500.0
1.0830215974993322,14.11,2.23,144.44,1055.56
0.4431187343660052,33.78,4.45,277.78,1611.11
0.0902765131822865,60.0,5.0,188.89,2166.67
0.571418655985753,7.56,1.67,366.67,777.78
0.2709390518918108,1.0,1.67,144.44,2444.44
0.153807190413787,46.89,0.56,411.11,1055.56
0.1617744174426801,53.44,1.12,144.44,1333.33
0.4261503324429811,7.56,5.0,233.33,1333.33
0.9841053898417144,14.11,3.89,188.89,1888.89
1.2292131095416354,14.11,2.78,366.67,2722.22
0.3634568462372235,33.78,1.12,144.44,1611.11
0.2731487528209876,1.0,0.01,500.0,1055.56
0.9485818079781646,20.67,2.78,455.56,2444.44
0.1430764329059368,53.44,1.12,188.89,1055.56
0.1154019419933813,60.0,1.12,100.0,2722.22
0.2515071765337029,40.33,1.67,411.11,1055.56
0.3985561472097236,33.78,5.0,411.11,3000.0
0.6443434311324295,7.56,1.12,144.44,500.0
0.3289704583090798,33.78,2.23,500.0,1055.56
0.8393501114399259,20.67,0.56,277.78,2444.44
0.3036932823608351,33.78,0.56,322.22,1333.33
0.7139162087147831,7.56,0.01,277.78,500.0
1.3051379052592205,14.11,1.67,233.33,500.0
0.1290281770801112,53.44,1.67,188.89,1055.56
0.934329782891199,20.67,1.12,100.0,1333.33
1.1056959786838203,27.22,5.0,188.89,1611.11
0.1504213592520736,60.0,1.12,233.33,2444.44
0.4469900556644577,33.78,1.67,144.44,2444.44
0.5367366587715969,27.22,0.56,188.89,2166.67
1.1471400651513972,20.67,2.23,455.56,1333.33
0.9499630442740792,27.22,4.45,500.0,1888.89
0.8695695196946338,27.22,4.45,233.33,2722.22
0.7213537243470434,7.56,0.01,322.22,2722.22
0.1288239529652943,60.0,1.12,277.78,1888.89
1.8815348555168647,20.67,5.0,322.22,2166.67
0.5254977316731707,7.56,3.34,100.0,1611.11
0.1350463305115812,53.44,5.0,100.0,3000.0
0.190339543527429,46.89,0.56,188.89,1888.89
0.6037738223975581,7.56,0.56,233.33,2444.44
1.1761470660265387,14.11,0.56,188.89,2166.67
0.8502484360001252,14.11,5.0,100.0,2722.22
0.459221979995517,27.22,1.67,144.44,2444.44
1.8843517394938445,20.67,5.0,500.0,500.0
0.271323223560562,40.33,3.89,188.89,1611.11
0.168784086900947,53.44,2.78,500.0,2166.67
0.8502475108877081,20.67,0.56,277.78,1055.56
0.3018660209233973,33.78,1.12,500.0,1611.11
0.4009227060367439,27.22,0.01,322.22,500.0
0.6126853635956184,7.56,2.78,277.78,1611.11
0.1609613525468834,53.44,2.23,100.0,500.0
0.2256779086367024,40.33,0.56,366.67,1611.11
0.1518243923531194,53.44,0.01,233.33,1611.11
0.0920607718890079,60.0,1.67,233.33,2166.67
0.3729417050794325,33.78,1.67,188.89,2166.67
0.4147242354069239,33.78,4.45,411.11,1888.89
1.0732149145592274,14.11,5.0,411.11,2166.67
0.0859898968502872,53.44,5.0,411.11,2444.44
1.2534308288614004,20.67,2.78,233.33,2444.44
0.758381030945097,7.56,0.01,277.78,2722.22
1.129478939551008,27.22,4.45,322.22,500.0
0.462192341877482,7.56,3.34,500.0,3000.0
0.8512999774284247,20.67,0.56,233.33,2722.22
0.3497810661324532,33.78,0.01,500.0,777.78
0.1906843284537016,46.89,0.56,366.67,1888.89
0.1810804336662934,46.89,1.12,277.78,3000.0
0.2705175102185067,40.33,1.12,411.11,1888.89
0.6150424496523458,7.56,1.67,144.44,2444.44
1.1839549094219768,14.11,1.67,144.44,2444.44
1.040859703880639,14.11,1.12,277.78,1333.33
1.2279618948745217,14.11,3.34,411.11,2444.44
0.1062809755520813,60.0,2.78,322.22,1333.33
0.5787321725029153,27.22,1.12,322.22,3000.0
0.5333733472331493,33.78,5.0,322.22,2444.44
0.3013046707811282,1.0,2.78,100.0,500.0
0.1447518829552919,60.0,1.12,100.0,1888.89
0.529732354907081,27.22,2.23,233.33,3000.0
0.3157789367169711,1.0,3.34,100.0,1055.56
0.3814202463146621,33.78,0.56,277.78,2722.22
0.4497088293869629,7.56,3.89,411.11,2722.22
0.7296014742930287,7.56,0.01,366.67,1055.56
0.2755319615584897,1.0,0.01,144.44,1055.56
0.1287850337183268,53.44,0.56,144.44,1888.89
0.9982750102055136,14.11,3.89,188.89,1611.11
0.416575792378173,33.78,2.23,144.44,1055.56
0.12366824484915,53.44,4.45,366.67,777.78
0.2982579411935637,40.33,5.0,500.0,777.78
0.1555042560366776,53.44,2.23,500.0,1888.89
0.27935713914705,33.78,0.56,233.33,2166.67
0.4961290597614559,27.22,0.01,233.33,3000.0
0.1406833821026728,60.0,1.67,455.56,3000.0
0.6260709130081339,7.56,4.45,366.67,1888.89
0.1183740570462201,53.44,0.01,144.44,1333.33
0.0977583443734541,60.0,3.89,322.22,1611.11
0.3393805836620747,1.0,3.89,322.22,1333.33
0.1524284941295267,53.44,0.01,366.67,1055.56
0.7601211644159012,20.67,0.01,322.22,1888.89
0.218319986197865,46.89,3.89,100.0,2444.44
1.3528915404964357,20.67,3.34,188.89,1888.89
1.2162863424779182,14.11,2.78,188.89,777.78
0.8721064656385336,14.11,4.45,455.56,2444.44
1.122508473182692,14.11,4.45,455.56,2166.67
0.3764948911854257,1.0,5.0,277.78,777.78
0.3184697279700096,1.0,3.34,455.56,2722.22
0.6724778330935975,7.56,1.12,144.44,1888.89
0.4271874538030533,33.78,2.23,188.89,3000.0
0.2869735482694537,40.33,2.23,277.78,1333.33
1.2355549546320577,14.11,2.78,144.44,2722.22
0.2845976229749613,1.0,2.23,233.33,1888.89
0.4418169775983133,7.56,4.45,366.67,500.0
0.1331246319846193,60.0,1.12,144.44,2444.44
0.1652772142932528,53.44,4.45,277.78,1055.56
0.16617197319933,53.44,3.34,411.11,3000.0
0.9268187352602438,20.67,1.67,144.44,2166.67
1.5135713883499449,20.67,3.89,455.56,2166.67
0.6636112444884552,7.56,0.56,500.0,1888.89
0.1050879458145972,60.0,3.34,277.78,2166.67
0.1871308000225234,46.89,0.01,455.56,1888.89
0.3618878772789763,40.33,3.89,366.67,1888.89
0.3872854561132971,33.78,2.78,100.0,1055.56
0.2587133948861824,40.33,2.78,411.11,2166.67
0.1304880630544103,53.44,0.01,455.56,1333.33
0.2854615931166137,1.0,2.23,188.89,777.78
0.6132887105673499,7.56,3.34,233.33,500.0
1.4701727862519036,20.67,3.89,455.56,2166.67
0.4026050543735673,7.56,5.0,455.56,3000.0
0.2520031577052078,46.89,4.45,188.89,1055.56
0.30570203632928,1.0,2.78,322.22,2722.22
0.8714777771181039,7.56,0.56,366.67,1611.11
0.1495356570552294,60.0,4.45,233.33,1611.11
0.1754874622936574,46.89,3.89,277.78,1055.56
0.2389845280529504,40.33,2.23,366.67,3000.0
0.5701198103783741,27.22,1.67,144.44,777.78
0.144585576430299,60.0,1.12,411.11,777.78
0.8605216094547041,20.67,2.23,322.22,1611.11
0.2775916330937246,1.0,0.01,188.89,1333.33
0.1472640705507515,53.44,0.01,233.33,2166.67
1.2651316773732513,20.67,2.78,100.0,777.78
0.2031533587327228,46.89,4.45,500.0,500.0
0.2370246091681989,40.33,0.01,366.67,1055.56
0.2081389994142745,46.89,5.0,411.11,2722.22
0.2385120538320689,40.33,0.01,188.89,1888.89
0.2875605515130774,40.33,3.34,100.0,2444.44
0.3053375135528767,40.33,1.67,322.22,1888.89
0.1914883453874996,53.44,1.67,277.78,1333.33
0.8848090221950563,27.22,3.89,144.44,2166.67
0.1024217116344081,60.0,1.12,100.0,1888.89
0.6502027055940268,27.22,1.12,277.78,500.0
0.1696760423990132,53.44,0.56,500.0,1888.89
0.2830466157057807,40.33,0.56,455.56,1611.11
0.5180669440202236,7.56,2.78,366.67,777.78
1.382781419285166,20.67,3.34,144.44,2722.22
0.4216182729320234,33.78,3.89,411.11,3000.0
0.5817889373659177,27.22,2.78,500.0,1055.56
0.3005239798034977,1.0,2.78,366.67,1055.56
0.2322834637638866,46.89,2.78,455.56,1333.33
0.105467414927097,60.0,3.34,411.11,1611.11
0.9864735493077144,14.11,4.45,144.44,2722.22
0.2824880440470049,40.33,1.67,233.33,2166.67
0.2803486471224131,33.78,0.56,188.89,500.0
0.5053906310319058,33.78,3.89,322.22,1611.11
1.0734652647759475,14.11,1.12,188.89,3000.0
0.1023200676719687,60.0,3.89,233.33,500.0
0.2547867081004364,40.33,2.23,144.44,1888.89
0.2465338711003948,46.89,4.45,500.0,1333.33
0.3557196168504713,33.78,0.56,233.33,1888.89
0.0872264604578993,60.0,5.0,188.89,500.0
0.1922466678475378,46.89,5.0,233.33,777.78
1.3127585973230274,14.11,0.56,322.22,2166.67
0.1399200396366427,60.0,5.0,233.33,2722.22
0.2818728693508615,1.0,1.67,455.56,1611.11
0.1745269306645579,46.89,0.56,411.11,2722.22
0.1122700873300979,60.0,2.23,100.0,1333.33
0.2646248974924878,46.89,3.34,277.78,1888.89
0.2465494998283131,46.89,3.34,500.0,2722.22
0.3431958410222717,1.0,3.89,233.33,1888.89
0.694450565804978,27.22,3.89,188.89,777.78
1.8037887004991449,20.67,5.0,277.78,2722.22
0.1508302314542339,53.44,2.78,455.56,1888.89
0.1652937718567895,53.44,0.01,322.22,3000.0
0.0944555265157279,60.0,2.78,322.22,1888.89
0.6649685937035469,7.56,2.78,188.89,3000.0
0.5932703002084234,7.56,2.23,144.44,1055.56
1.8496912564434824,20.67,4.45,322.22,3000.0
0.4663031838576424,33.78,3.34,100.0,2722.22
